FREQ,TERRITORIAL_LEVEL,REF_AREA,TERRITORIAL_TYPE,MEASURE,AGE,SEX,UNIT_MEASURE,TIME_PERIOD,value
A,CTRY,AUS,TYPO_METRO,OUTMOB,_T,_T,PS,2020,337990.0
A,CTRY,CHN,TYPO_METRO,LAND_AREA,_Z,_Z,KM2,2020,9544044.0
A,CTRY,IND,TYPO_METRO,LAND_AREA,_Z,_Z,KM2,2020,3166391.0
A,CTRY,USA,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2020,3613647.0
A,CTRY,GBR,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2020,681457.0
A,CTRY,JPN,TYPO_METRO,LFEXP,Y0,F,Y,2020,87.71
A,CTRY,AUS,TYPO_METRO,LFEXP,Y0,_T,Y,2020,83.2
A,CTRY,JPN,TYPO_METRO,LFEXP,Y0,_T,Y,2020,84.72
A,CTRY,JPN,TYPO_METRO,LFEXP,Y0,M,Y,2020,81.56
A,CTRY,DEU,TYPO_METRO,LFEXP,Y0,F,Y,2020,83.5
A,CTRY,DEU,TYPO_METRO,LFEXP,Y0,M,Y,2020,78.7
A,CTRY,GBR,TYPO_METRO,LFEXP,Y0,M,Y,2020,78.8
A,CTRY,CAN,TYPO_METRO,LFEXP,Y0,M,Y,2020,79.48
A,CTRY,CHN,TYPO_METRO,LFEXP,Y0,_T,Y,2020,77.1
A,CTRY,CHN,TYPO_METRO,LFEXP,Y0,F,Y,2020,79.4
A,CTRY,CAN,TYPO_METRO,LFEXP,Y0,_T,Y,2020,81.71
A,CTRY,USA,TYPO_METRO,LFEXP,Y0,_T,Y,2020,77.0
A,CTRY,IND,TYPO_METRO,LFEXP,Y0,F,Y,2020,71.2
A,CTRY,CAN,TYPO_METRO,LFEXP,Y0,F,Y,2020,83.95
A,CTRY,GBR,TYPO_METRO,LFEXP,Y0,F,Y,2020,82.8
A,CTRY,CHN,TYPO_METRO,LFEXP,Y0,M,Y,2020,75.0
A,CTRY,NLD,TYPO_METRO,LFEXP,Y0,F,Y,2020,83.1
A,CTRY,USA,TYPO_METRO,LFEXP,Y0,F,Y,2020,79.9
A,CTRY,IND,TYPO_METRO,LFEXP,Y0,_T,Y,2020,69.9
A,CTRY,NLD,TYPO_METRO,LFEXP,Y0,M,Y,2020,79.7
A,CTRY,IND,TYPO_METRO,LFEXP,Y0,M,Y,2020,68.7
A,CTRY,GBR,TYPO_METRO,LFEXP,Y0,_T,Y,2020,80.9
A,CTRY,NLD,TYPO_METRO,LFEXP,Y0,_T,Y,2020,81.4
A,CTRY,USA,TYPO_METRO,LFEXP,Y0,M,Y,2020,74.2
A,CTRY,CAN,TYPO_METRO,OUTMOB,_T,_T,PS,2020,282592.0
A,CTRY,CAN,TYPO_METRO,INMOB,_T,_T,PS,2020,282592.0
A,CTRY,ESP,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.18645
A,CTRY,DEU,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.53148
A,CTRY,ITA,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.24459
A,CTRY,AUS,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.59
A,CTRY,KOR,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,0.837
A,CTRY,GBR,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.56
A,CTRY,CAN,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.41
A,CTRY,FRA,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.8251
A,CTRY,JPN,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.33
A,CTRY,USA,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.701
A,CTRY,NLD,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2020,1.54489
A,CTRY,JPN,_Z,POP,_T,_T,PS,2015,127110200.0
A,CTRY,DEU,_Z,POP,_T,_T,PS,2015,81197537.0
A,CTRY,IND,_Z,POP,_T,_T,PS,2015,1254017000.0
A,CTRY,CHN,_Z,POP,_T,_T,PS,2015,1380970000.0
A,CTRY,FRA,_Z,POP,_T,_T,PS,2015,66458153.0
A,CTRY,NLD,_Z,POP,_T,_T,PS,2015,16900726.0
A,CTRY,FRA,_Z,POP,_T,F,PS,2015,34283895.0
A,CTRY,NLD,_Z,POP,_T,F,PS,2015,8527868.0
A,CTRY,DEU,_Z,POP,_T,F,PS,2015,41362080.0
A,CTRY,JPN,_Z,POP,_T,M,PS,2015,61829300.0
A,CTRY,FRA,_Z,POP,_T,M,PS,2015,32174258.0
A,CTRY,NLD,_Z,POP,_T,M,PS,2015,8372858.0
A,CTRY,AUS,_Z,POP,_T,M,PS,2015,11827652.0
A,CTRY,KOR,_Z,POP,_T,M,PS,2015,25585894.0
A,CTRY,DEU,_Z,POP,_T,M,PS,2015,39835457.0
A,CTRY,USA,_Z,MORT,_T,F,DT,2015,1338889.0
A,CTRY,CAN,_Z,MORT,_T,F,DT,2015,130892.0
A,CTRY,ITA,_Z,MORT,_T,F,DT,2015,339607.0
A,CTRY,KOR,_Z,MORT,_T,F,DT,2015,125446.0
A,CTRY,FRA,_Z,MORT,_T,F,DT,2015,296779.0
A,CTRY,ESP,_Z,MORT,_T,F,DT,2015,208561.0
A,CTRY,GBR,_Z,MORT,_T,F,DT,2015,309600.0
A,CTRY,GBR,_Z,MORT,_T,M,DT,2015,291964.0
A,CTRY,NLD,_Z,MORT,_T,M,DT,2015,71029.0
A,CTRY,USA,_Z,MORT,_T,M,DT,2015,1373163.0
A,CTRY,ESP,_Z,MORT,_T,_T,DT,2015,420408.0
A,CTRY,CAN,_Z,MORT,_T,_T,DT,2015,264333.0
A,CTRY,DEU,_Z,MORT,_T,_T,DT,2015,925200.0
A,CTRY,FRA,_Z,MORT,_T,_T,DT,2015,593807.0
A,CTRY,ITA,_Z,MORT,_T,_T,DT,2015,647571.0
A,CTRY,ESP,_Z,LAND_AREA,_Z,_Z,KM2,2015,502654.0
A,CTRY,CAN,_Z,LAND_AREA,_Z,_Z,KM2,2015,8965589.0
A,CTRY,DEU,_Z,LAND_AREA,_Z,_Z,KM2,2015,353296.0
A,CTRY,KOR,_Z,LAND_AREA,_Z,_Z,KM2,2015,99461.0
A,CTRY,CHN,_Z,LAND_AREA,_Z,_Z,KM2,2015,9544044.0
A,CTRY,AUS,_Z,LAND_AREA,_Z,_Z,KM2,2015,7703354.0
A,CTRY,JPN,_Z,LIVE_BIRTHS,Y0,_T,BR,2015,1005668.0
A,CTRY,AUS,_Z,LIVE_BIRTHS,Y0,_T,BR,2015,305340.0
A,CTRY,ITA,_Z,LIVE_BIRTHS,Y0,_T,BR,2015,485780.0
A,CTRY,KOR,_Z,LIVE_BIRTHS,Y0,_T,BR,2015,438420.0
A,CTRY,USA,_Z,LIVE_BIRTHS,Y0,_T,BR,2015,3978497.0
A,CTRY,CHN,_Z,LIVE_BIRTHS,Y0,_T,BR,2015,15424030.6
A,CTRY,FRA,_Z,LIVE_BIRTHS,Y0,_T,BR,2015,799671.0
A,CTRY,NLD,_Z,LIVE_BIRTHS,Y0,_T,BR,2015,170510.0
A,CTRY,KOR,_Z,LFEXP,Y0,M,Y,2015,79.0
A,CTRY,USA,_Z,LFEXP,Y0,M,Y,2015,76.3
A,CTRY,IND,_Z,LFEXP,Y0,M,Y,2015,67.5
A,CTRY,CAN,_Z,LFEXP,Y0,_T,Y,2015,81.9
A,CTRY,CHN,_Z,LFEXP,Y0,_T,Y,2015,75.9
A,CTRY,FRA,_Z,LFEXP,Y0,F,Y,2015,85.6
A,CTRY,ITA,_Z,LFEXP,Y0,F,Y,2015,84.9
A,CTRY,ITA,_Z,LFEXP,Y0,M,Y,2015,80.3
A,CTRY,AUS,_Z,LFEXP,Y0,F,Y,2015,84.5
A,CTRY,KOR,_Z,LFEXP,Y0,F,Y,2015,85.2
A,CTRY,CHN,_Z,LFEXP,Y0,F,Y,2015,78.3
A,CTRY,DEU,_Z,LFEXP,Y0,_T,Y,2015,80.7
A,CTRY,DEU,_Z,LFEXP,Y0,F,Y,2015,83.1
A,CTRY,GBR,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2015,2.74
A,CTRY,NLD,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2015,4.34
A,CTRY,FRA,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2015,64.37
A,CTRY,NLD,_Z,FERT_RATIO,_T,F,BR_L_W,2015,1.66
A,CTRY,KOR,_Z,FERT_RATIO,_T,F,BR_L_W,2015,1.239
A,CTRY,JPN,_Z,FERT_RATIO,_T,F,BR_L_W,2015,1.45
A,CTRY,NLD,_Z,INMOB,_T,_T,PS,2015,697605.0
A,CTRY,AUS,_Z,INMOB,_T,_T,PS,2015,355380.0
A,CTRY,DEU,_Z,OUTMOB,_T,_T,PS,2015,1126069.0
A,CTRY,NLD,_Z,OUTMOB,_T,_T,PS,2015,697605.0
A,CTRY,ITA,_Z,POP,_T,_T,PS,2021,59236213.0
A,CTRY,JPN,_Z,POP,_T,_T,PS,2021,125500000.0
A,CTRY,DEU,_Z,POP,_T,_T,PS,2021,83155031.0
A,CTRY,IND,_Z,POP,_T,_T,PS,2021,1339741000.0
A,CTRY,CHN,_Z,POP,_T,_T,PS,2021,1410600000.0
A,CTRY,NLD,_Z,POP,_T,_T,PS,2021,17475415.0
A,CTRY,JPN,_Z,POP,_T,F,PS,2021,64481000.0
A,CTRY,USA,_Z,POP,_T,F,PS,2021,167509003.0
A,CTRY,ITA,_Z,POP,_T,F,PS,2021,30369987.0
A,CTRY,GBR,_Z,POP,_T,F,PS,2021,34214900.0
A,CTRY,IND,_Z,POP,_T,F,PS,2021,645660000.0
A,CTRY,NLD,_Z,POP,_T,F,PS,2021,8788879.0
A,CTRY,DEU,_Z,POP,_T,F,PS,2021,42128512.0
A,CTRY,USA,_Z,POP,_T,M,PS,2021,164384742.0
A,CTRY,GBR,_Z,POP,_T,M,PS,2021,32811500.0
A,CTRY,ITA,_Z,POP,_T,M,PS,2021,28866226.0
A,CTRY,JPN,_Z,POP,_T,M,PS,2021,61016000.0
A,CTRY,IND,_Z,POP,_T,M,PS,2021,694080000.0
A,CTRY,NLD,_Z,POP,_T,M,PS,2021,8686536.0
A,CTRY,DEU,_Z,POP,_T,M,PS,2021,41026519.0
A,CTRY,ITA,_Z,MORT,_T,M,DT,2021,340210.0
A,CTRY,CAN,_Z,MORT,_T,M,DT,2021,167357.0
A,CTRY,FRA,_Z,MORT,_T,M,DT,2021,333678.0
A,CTRY,DEU,_Z,MORT,_T,M,DT,2021,515559.0
A,CTRY,KOR,_Z,MORT,_T,M,DT,2021,171967.0
A,CTRY,JPN,_Z,MORT,_T,M,DT,2021,737439.0
A,CTRY,ESP,_Z,MORT,_T,M,DT,2021,230277.0
A,CTRY,GBR,_Z,MORT,_T,M,DT,2021,338124.0
A,CTRY,NLD,_Z,MORT,_T,M,DT,2021,85769.0
A,CTRY,DEU,_Z,MORT,_T,F,DT,2021,508128.0
A,CTRY,JPN,_Z,MORT,_T,F,DT,2021,701521.0
A,CTRY,NLD,_Z,MORT,_T,F,DT,2021,85203.0
A,CTRY,CAN,_Z,MORT,_T,F,DT,2021,155864.0
A,CTRY,ITA,_Z,MORT,_T,F,DT,2021,361136.0
A,CTRY,KOR,_Z,MORT,_T,F,DT,2021,145713.0
A,CTRY,FRA,_Z,MORT,_T,F,DT,2021,328101.0
A,CTRY,ESP,_Z,MORT,_T,F,DT,2021,218872.0
A,CTRY,GBR,_Z,MORT,_T,F,DT,2021,328505.0
A,CTRY,USA,_Z,MORT,_T,_T,DT,2021,3438423.0
A,CTRY,GBR,_Z,MORT,_T,_T,DT,2021,666629.0
A,CTRY,JPN,_Z,MORT,_T,_T,DT,2021,1438960.0
A,CTRY,NLD,_Z,MORT,_T,_T,DT,2021,170972.0
A,CTRY,KOR,_Z,MORT,_T,_T,DT,2021,317680.0
A,CTRY,ESP,_Z,MORT,_T,_T,DT,2021,449149.0
A,CTRY,CAN,_Z,MORT,_T,_T,DT,2021,323221.0
A,CTRY,DEU,_Z,MORT,_T,_T,DT,2021,1023687.0
A,CTRY,FRA,_Z,MORT,_T,_T,DT,2021,661779.0
A,CTRY,ITA,_Z,MORT,_T,_T,DT,2021,701346.0
A,CTRY,ITA,_Z,LFEXP,Y0,_T,Y,2021,82.7
A,CTRY,NLD,_Z,LFEXP,Y0,M,Y,2021,79.7
A,CTRY,DEU,_Z,LFEXP,Y0,M,Y,2021,78.4
A,CTRY,NLD,_Z,LFEXP,Y0,F,Y,2021,83.0
A,CTRY,NLD,_Z,LFEXP,Y0,_T,Y,2021,81.4
A,CTRY,DEU,_Z,LFEXP,Y0,_T,Y,2021,80.8
A,CTRY,ITA,_Z,LFEXP,Y0,F,Y,2021,84.9
A,CTRY,ITA,_Z,LFEXP,Y0,M,Y,2021,80.5
A,CTRY,DEU,_Z,LFEXP,Y0,F,Y,2021,83.3
A,CTRY,ESP,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,336823.0
A,CTRY,DEU,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,795492.0
A,CTRY,CAN,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,367684.0
A,CTRY,JPN,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,811611.0
A,CTRY,AUS,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,309963.0
A,CTRY,ITA,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,400249.0
A,CTRY,KOR,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,260562.0
A,CTRY,CHN,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,10623553.6
A,CTRY,FRA,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,742602.0
A,CTRY,NLD,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,179441.0
A,CTRY,JPN,_Z,INMOB,_T,_T,PS,2021,2476640.0
A,CTRY,CAN,_Z,INMOB,_T,_T,PS,2021,355565.0
A,CTRY,CAN,_Z,OUTMOB,_T,_T,PS,2021,355565.0
A,CTRY,JPN,_Z,OUTMOB,_T,_T,PS,2021,2476640.0
A,CTRY,JPN,_Z,LAND_AREA,_Z,_Z,KM2,2021,373530.0
A,CTRY,FRA,_Z,LAND_AREA,_Z,_Z,KM2,2021,633886.0
A,CTRY,NLD,_Z,LAND_AREA,_Z,_Z,KM2,2021,34188.0
A,CTRY,GBR,_Z,LAND_AREA,_Z,_Z,KM2,2021,242751.0
A,CTRY,IND,_Z,LAND_AREA,_Z,_Z,KM2,2021,3166391.0
A,CTRY,USA,_Z,LAND_AREA,_Z,_Z,KM2,2021,9161923.0
A,CTRY,ITA,_Z,LAND_AREA,_Z,_Z,KM2,2021,297825.0
A,CTRY,ESP,_Z,LAND_AREA,_Z,_Z,KM2,2021,502654.0
A,CTRY,CAN,_Z,LAND_AREA,_Z,_Z,KM2,2021,8965589.0
A,CTRY,DEU,_Z,LAND_AREA,_Z,_Z,KM2,2021,353296.0
A,CTRY,KOR,_Z,LAND_AREA,_Z,_Z,KM2,2021,99461.0
A,CTRY,CHN,_Z,LAND_AREA,_Z,_Z,KM2,2021,9544044.0
A,CTRY,AUS,_Z,LAND_AREA,_Z,_Z,KM2,2021,7703354.0
A,CTRY,CAN,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.43
A,CTRY,DEU,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.58
A,CTRY,GBR,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.53
A,CTRY,USA,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.636
A,CTRY,KOR,_Z,FERT_RATIO,_T,F,BR_L_W,2021,0.808
A,CTRY,JPN,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.3
A,CTRY,FRA,_Z,LFEXP,Y0,M,Y,2021,79.3
A,CTRY,FRA,_Z,LFEXP,Y0,_T,Y,2021,82.4
A,CTRY,FRA,_Z,LFEXP,Y0,F,Y,2021,85.5
A,CTRY,JPN,_Z,NETMOB,_T,_T,PS,2021,0.0
A,CTRY,CAN,_Z,NETMOB,_T,_T,PS,2021,0.0
A,CTRY,IND,_Z,POP,_T,M,PS,2015,649375000.0
A,CTRY,NLD,_Z,NETMOB,_T,_T,PS,2015,0.0
A,CTRY,DEU,_Z,NETMOB,_T,_T,PS,2015,0.0
A,CTRY,AUS,_Z,NETMOB,_T,_T,PS,2015,0.0
A,CTRY,AUS,_Z,NETMOB,_T,_T,PS,2021,0.0
A,CTRY,GBR,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,694586.0
A,CTRY,CAN,_Z,LFEXP,Y0,M,Y,2021,79.27
A,CTRY,AUS,_Z,LFEXP,Y0,_T,Y,2021,83.2
A,CTRY,GBR,_Z,LFEXP,Y0,_T,Y,2021,80.7
A,CTRY,AUS,_Z,LFEXP,Y0,M,Y,2021,81.2
A,CTRY,ESP,_Z,LFEXP,Y0,M,Y,2021,80.2
A,CTRY,CAN,_Z,LFEXP,Y0,_T,Y,2021,81.63
A,CTRY,CAN,_Z,LFEXP,Y0,F,Y,2021,84.02
A,CTRY,GBR,_Z,LFEXP,Y0,M,Y,2021,78.7
A,CTRY,ESP,_Z,LFEXP,Y0,_T,Y,2021,83.03
A,CTRY,ESP,_Z,LFEXP,Y0,F,Y,2021,85.81
A,CTRY,USA,_Z,LIVE_BIRTHS,Y0,_T,BR,2021,3584459.0
A,CTRY,AUS,_Z,LFEXP,Y0,F,Y,2021,85.3
A,CTRY,GBR,_Z,LFEXP,Y0,F,Y,2021,82.7
A,CTRY,AUS,_Z,OUTMOB,_T,_T,PS,2021,493130.0
A,CTRY,AUS,_Z,INMOB,_T,_T,PS,2021,493130.0
A,CTRY,AUS,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2021,5.0
A,CTRY,ITA,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2021,5.2
A,CTRY,KOR,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2021,7.0
A,CTRY,KOR,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2021,121.0
A,CTRY,ESP,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2021,74.91448295464558
A,CTRY,JPN,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2021,143.0
A,CTRY,AUS,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2021,122.0
A,CTRY,AUS,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2021,39.0
A,CTRY,KOR,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2021,72.0
A,CTRY,ESP,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2021,250.6945626924638
A,CTRY,JPN,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2021,3.0
A,CTRY,ESP,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2021,3.729033290511294
A,CTRY,JPN,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2021,291.0
A,CTRY,ITA,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2021,366.7
A,CTRY,ITA,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2021,76.3
A,CTRY,ITA,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.25
A,CTRY,FRA,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.82
A,CTRY,AUS,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.696
A,CTRY,ESP,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.18
A,CTRY,NLD,_Z,FERT_RATIO,_T,F,BR_L_W,2021,1.63
A,CTRY,AUS,_Z,MORT,_T,F,DT,2021,82293.0
A,CTRY,AUS,_Z,MORT,_T,M,DT,2021,89833.0
A,CTRY,AUS,_Z,MORT,_T,_T,DT,2021,172126.0
A,CTRY,JPN,_Z,LFEXP,Y0,M,Y,2015,80.75
A,CTRY,CAN,_Z,LFEXP,Y0,F,Y,2015,83.89
A,CTRY,GBR,_Z,LFEXP,Y0,M,Y,2015,79.3
A,CTRY,GBR,_Z,LFEXP,Y0,F,Y,2015,83.0
A,CTRY,GBR,_Z,FERT_RATIO,_T,F,BR_L_W,2015,1.81
A,CTRY,JPN,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2015,166.0
A,CTRY,AUS,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2015,152.0
A,CTRY,AUS,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2015,49.0
A,CTRY,KOR,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2015,54.0
A,CTRY,ESP,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2015,265.560448939899
A,CTRY,JPN,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2015,5.0
A,CTRY,ESP,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2015,4.281391125492542
A,CTRY,JPN,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2015,270.0
A,CTRY,USA,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2015,260.0
A,CTRY,ITA,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2015,392.3
A,CTRY,USA,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2015,84.0
A,CTRY,ITA,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2015,79.6
A,CTRY,ESP,_Z,LFEXP,Y0,M,Y,2015,79.89
A,CTRY,ESP,_Z,LFEXP,Y0,_T,Y,2015,82.67
A,CTRY,ESP,_Z,LFEXP,Y0,F,Y,2015,85.39
A,CTRY,CAN,_Z,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2015,6.0
A,CTRY,CAN,_Z,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2015,70.0
A,CTRY,CAN,_Z,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2015,196.0
A,CTRY,GBR,_Z,POP,_T,_T,PS,2021,67044988.0
A,CTRY,AUS,_Z,POP,_T,F,PS,2021,12936002.0
A,CTRY,AUS,_Z,POP,_T,_T,PS,2021,25685412.0
A,CTRY,AUS,_Z,POP,_T,M,PS,2021,12749410.0
A,CTRY,KOR,_Z,POP,_T,_T,PS,2021,51638809.0
A,CTRY,KOR,_Z,POP,_T,F,PS,2021,25892125.0
A,CTRY,KOR,_Z,POP,_T,M,PS,2021,25746684.0
A,CTRY,USA,_Z,POP,_T,_T,PS,2021,332048977.0
A,CTRY,CAN,_Z,POP,_T,F,PS,2021,19197069.0
A,CTRY,CAN,_Z,POP,_T,_T,PS,2021,38239864.0
A,CTRY,CAN,_Z,POP,_T,M,PS,2021,19042795.0
A,CTRY,ESP,_Z,POP,_T,M,PS,2021,23248611.0
A,CTRY,ESP,_Z,POP,_T,F,PS,2021,24152187.0
A,CTRY,ESP,_Z,POP,_T,_T,PS,2021,47400798.0
A,CTRY,FRA,_Z,POP,_T,F,PS,2021,34946473.0
A,CTRY,FRA,_Z,POP,_T,M,PS,2021,32782095.0
A,CTRY,FRA,_Z,POP,_T,_T,PS,2021,67728568.0
A,CTRY,GBR,_Z,POP,_T,_T,PS,2015,65109358.0
A,CTRY,ESP,_Z,POP,_T,F,PS,2015,23603001.0
A,CTRY,ESP,_Z,POP,_T,_T,PS,2015,46425722.0
A,CTRY,CAN,TYPO_METRO,POP,_T,_T,PS,2015,35704498.0
A,CTRY,CAN,TYPO_METRO,POP,_T,M,PS,2015,17710573.0
A,CTRY,CAN,TYPO_METRO,POP,_T,F,PS,2015,17993925.0
A,CTRY,GBR,TYPO_METRO,POP,_T,_T,PS,2015,65109358.0
A,CTRY,CHN,TYPO_METRO,POP,_T,_T,PS,2015,1380970000.0
A,CTRY,IND,TYPO_METRO,POP,_T,F,PS,2015,604663000.0
A,CTRY,IND,TYPO_METRO,POP,_T,_T,PS,2015,1254017000.0
A,CTRY,ITA,TYPO_METRO,POP,_T,F,PS,2015,31067182.0
A,CTRY,ITA,TYPO_METRO,POP,_T,M,PS,2015,29228315.0
A,CTRY,ITA,TYPO_METRO,POP,_T,_T,PS,2015,60295497.0
A,CTRY,JPN,TYPO_METRO,POP,_T,M,PS,2015,61829300.0
A,CTRY,USA,TYPO_METRO,POP,_T,M,PS,2015,157910775.0
A,CTRY,FRA,TYPO_METRO,POP,_T,M,PS,2015,32174258.0
A,CTRY,NLD,TYPO_METRO,POP,_T,F,PS,2015,8527868.0
A,CTRY,GBR,TYPO_METRO,POP,_T,F,PS,2015,33035500.0
A,CTRY,JPN,TYPO_METRO,POP,_T,_T,PS,2015,127110200.0
A,CTRY,AUS,TYPO_METRO,POP,_T,_T,PS,2015,23815995.0
A,CTRY,NLD,TYPO_METRO,POP,_T,_T,PS,2015,16900726.0
A,CTRY,USA,TYPO_METRO,POP,_T,_T,PS,2015,320635163.0
A,CTRY,AUS,TYPO_METRO,MORT,_T,F,DT,2015,76848.0
A,CTRY,USA,TYPO_METRO,MORT,_T,F,DT,2015,1338889.0
A,CTRY,USA,TYPO_METRO,MORT,_T,M,DT,2015,1373163.0
A,CTRY,AUS,TYPO_METRO,MORT,_T,M,DT,2015,80594.0
A,CTRY,CAN,TYPO_METRO,MORT,_T,M,DT,2015,133441.0
A,CTRY,NLD,TYPO_METRO,MORT,_T,M,DT,2015,71029.0
A,CTRY,FRA,TYPO_METRO,MORT,_T,M,DT,2015,297028.0
A,CTRY,ESP,TYPO_METRO,MORT,_T,M,DT,2015,211847.0
A,CTRY,KOR,TYPO_METRO,MORT,_T,M,DT,2015,150449.0
A,CTRY,NLD,TYPO_METRO,MORT,_T,F,DT,2015,76105.0
A,CTRY,DEU,TYPO_METRO,MORT,_T,F,DT,2015,475688.0
A,CTRY,ESP,TYPO_METRO,MORT,_T,F,DT,2015,208561.0
A,CTRY,USA,TYPO_METRO,MORT,_T,_T,DT,2015,2712026.0
A,CTRY,DEU,TYPO_METRO,MORT,_T,_T,DT,2015,925200.0
A,CTRY,CAN,TYPO_METRO,MORT,_T,_T,DT,2015,264333.0
A,CTRY,KOR,TYPO_METRO,MORT,_T,_T,DT,2015,275895.0
A,CTRY,NLD,TYPO_METRO,MORT,_T,_T,DT,2015,147134.0
A,CTRY,ESP,TYPO_METRO,MORT,_T,_T,DT,2015,420408.0
A,CTRY,FRA,TYPO_METRO,MORT,_T,_T,DT,2015,593807.0
A,CTRY,ESP,TYPO_METRO,LFEXP,Y0,_T,Y,2015,83.0
A,CTRY,DEU,TYPO_METRO,LFEXP,Y0,_T,Y,2015,80.7
A,CTRY,ITA,TYPO_METRO,LFEXP,Y0,_T,Y,2015,82.7
A,CTRY,CAN,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2015,382979.0
A,CTRY,ITA,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2015,485780.0
A,CTRY,KOR,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2015,438420.0
A,CTRY,FRA,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2015,799671.0
A,CTRY,AUS,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2015,305340.0
A,CTRY,JPN,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2015,1005668.0
A,CTRY,ESP,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2015,418432.0
